Structure [idcode]	MolRegNo	m	Value	Unit	Type	pValue	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	
e`XTJDDOLdamgo`MBBP@g{lBTRVTTTTRTtWfTrcGEgbVT@DADSMUUTpRGQBqDGd@ !BhCs~ota}mww~_?y?Mww~o{]}RGw~Os_|?k|Pfhc}mwu~`ABeKB\ZXOz?MpHw@oz@mwtw?Gz@m{tw@gz@Mwt	31444	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
edRXBLDLAco`P@aZPat@^agIEEDdeDUEDTehmie@QPIiHiUuPLEEU@aEUTtP`tQlQ@e@ !BI?iBUMnm?f`}eAaFNyK[d`IL_bc~JMlm?bc[TmnR@U_DTcmR_bc~JO{HvuK[dgxhNru~JMnR_bc[K]mR?b`{KW|N	30975	=	49		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
efQXBLDLC`\RP@azPitB^igIEEDeheDhhdbedXmie@QPHiULMmPLDTEP@`QUUM@HKD_DPUP !Bq?hBUMlm?ja}eJc~NyK[TgjX?j`{K_xhzI[cCMnR?e_[TcmRqEIzVKiX_bc~JOxhX?S[TdQR?b`{K_xhvyI~JCoMvuI~JMlm_uX	31473	<	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
eb^XBLDLEghTP@`zPqtD^qgIEEDdeDdeEBTehmie@QPIhyyDeuMPLEEUTBDUUSQP`LQ\Q@U@ !BI?iBUMnm?f`}eB`aNyK[dlXXGOS~JMlm?bbxZdghvuJmvu^~qEH{Tgxh?bc~rMmRvyI~JClm_bc[dgxhvrw[ToxhNru?C`	30866	=	2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
efY\BDDIM@mhRZPMBBP@fglBTRVTTTRbRrbtLRrtJcGE`WdSWSpL@EMTsMUAPQTptHCD_DPQP !BhJpAos]}RGw~_?y?RGw~ota}MwtPfoz??c|w?JpgMwtPi[]}?hB@?nh_?S^?_c\Brsl`fWz@MwvZG~koM?s@V_z@m{tw@gz@mwt	30659	=	3		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
eiS\BDDODlmb^QPMBBP@dWlBTRVTTTTRTtRtLTbVnaTXxl|RrjZaq`@`HbYjhJjBJfBaChaDbCr@ !B@@HAs}a]Iyw~s?xoqyw~sr\]vEw~s|^b?h~Hvea]qyu~tHaEOClzbEwGs{{GhmiwLyQpYg{PIqvsj{`BlAgZBMiHqrJpYg{PqywGho{PIqt	31460	<	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
e`T\BDDIM@amgo`MBBP@g{lBTRVTTTRbRLUfTrcGE`WdUST@EMTsMUUTptatPlQAE@ !BXJpAotc}Mww~o?y?Mww~otc}M{tPFo{_?k|w@npgM?tPiS]}_hB@?owWo{xw@gz@M{tw?Gz@Mwtw@oz@m{t	30727	=	2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ehT\BDDODlico`PMBBP@dGlBTRVTTTTRTtR\JfTXxl|Rr`@`HbYjjji`dNbMbHOH !BdIs~_xa}]ww~_?y?mww~_w_}b@O~o{]|?k|Pz`c}mwu~`ABekJ\ZxOy?mwrw@nh_?`Awo[\B_`Bw_[\B_`BwoP	30418	=	15		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
efY\BDDODlmhRZPMBBP@fglBTRVTTTTRTtRtLrrtJcGEgbVUSSpL@DADSMUAPQTpTH]D_DP^P !B@Ns~sr^]vEw~K?{OVIw~sr\]vEw~s|^b?h}Hvea]Iyu~tDaEOCoZbIwGs{{GheiwlFZseO{PIqwZREhHqrHsyG{PIywGhg{Pqqt	30601	=	14		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
efQ\BDDODli`RZPMBBP@fglBTRVTTTTRTtR\TrRbNcGEgbVWrL@DADSMUTDEDpPatQ\QAy@ !B@HK~[~_]FMw~{?{ozMw~[~]]FMw~kv]B?j?pvn`}Y}u~DOCEWOnZlF_B?f}gpijO?aCgw]Ci\vmgpehOvh}~DF^]\qmgpgxPY}t	31141	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
eohXBLDLJick`@cjP^tKn^gIEDehdhhbdmEmLhBJNACKDbjA@jhDHjjfbDLbAbHOH !Bq?hBUMlm?ja}eCnRvuK~jClm?bc[dbw[Uw{DTcmR_bc~JOxhvuK[ToxhNrw~JMnR_b`{s]mR_bc[KW}V	31309	=	60		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
efY\BDDODlmhRZPMBBP@fglBTRVTTTTRTtRtLTelrcGEgbVUSTrt@DADSMUUUUTpUH]D@dP^P !B@@HAs}a]Iyw~s?xoqyw~sr\]vEw~s|^b?h~Hvea]qyu~tHaEOClzbEwGs{{GhmiwZ[@TcG{PIqvsj{`BlAgGHg{PqywGho{PIqt	31071	=	2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
elR\BDDIM@mghTPMBBP@eGlBTRVTTTRbRLRdLZfTXxlB|b`@ijfYjjjjfFPzHnH`b` !BHJpA_{]}bGw~_?y?bOw~_xa}mwu`foy??k~w?Frgm?u`i[_}_`@@?`E?mwrw?@IwAZ@BbGx@m{vw@gx@mwvw@ox@]{t	30752	<	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
edZXBLDLAco`P@aZPat@^agIEEDdeDUEDTehmie@QPIiHixEUuPLEEU@aEUTtTHMD[DPIP !BI?iBUMnm?f`}eAaFNyK[d`IL_bc~JMlm?bc[Tjw[U{{DTcmR_bc~JO{HvuK[dgxhNru~JMnR_bc[K]mR?b`{KW|N	30834	=	60		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ebV\JDDIM@aeod\PMBBP@gGlBTRVTTTRbRLRabVLrcGE`WdQut@EMTsMUMUULLh]DODPQP !BhJpAos]}RGw~_?y?RGw~ota}MwtPfoz??c|w?JpgMwtPi[]}?hB@?`F?MpHw@frX[B]~`C]}xFU`fc_|?hBwoS\B_hBw_P	30749	<	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ej^XBLDLMod\P@bzPItL^IgIEEDeMDdeEEblmEmLhBFAMOJaejBP@hJ`DHjjf`DIbGbHJh !Bq?hBUMlm?jbh?gvTNyK[TeK[TlS~jClm?b`h@Zc~vyK[ToyWNuKDTeID_bc~JOxhvuIDToxhNrw~JMnR_b`{s]mR_bc[KW}V	31207	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ej^\BDDIM@e`\RPMBBP@dglBTRVTTTRbRLRabVVaTXxlB|bn~`@ijfYj`hHjXXPzH^H`b` !BHJpA_{]}bGw~_?y?bOw~_xa}mwu`foy??k~w?Frgm?u`i[_}_`@@?`E?mwrw?@Iw@ha~@K^}`@D@?k\B_Ha~@K]}mpK~@G^}	30801	=	3		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
eh\\BDDODlico`PMBBP@dGlBTRVTTTTRTtR\JfTXxl|RrjZ`@`HbYjjji`iChcXbCr@ !B@Os~G~c]E}w~G?x_y}w~Gq_]zMw~[~^B?n}pVfb}E}u~XG@eg@]ZLMwgGw{gpiiO?f@Ww^]B_f@WW^_B_fCgwP	30588	=	118		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ed\XBLDLAco`P@aZPat@^agIEEDehdeELTehmie@QPHiUuPLDUU@aEUTtBCQFqDBT@ !Bq?hBUMlm?ja}eJc~NyK[TgjX?j`{K_xhzI[[doyWvuKDTcmR_bc~JOxhvuK[ToxhNrw~JMnR_b`{s]mR_bc[KW}V	31206	=	51		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
elZ\BDDODlmghTPMBBP@eGlBTRVTTTTRTtRtLZfTXxl|RrfV`@`HbYjjjjfBdNbKbHOH !B@@HAsr^]vEw~K?{OVIw~sr\]vEw~s|^b?h~Hvea]qyu~tHaEOClzbL\b@\?GhmiwZ[@TcG{PIqwGHg{PqywGho{PIqt	31183	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
elZXBLDLIk`XP@cZPQtH^QgIEEDdeDlhibdmEmLhBJAMEGFajA`hjjABJjihaCh`xbCJ@ !BI?iBUMnm?f`}eF`nNyK[djkxrgc~JMlm?bahKmmR@U_[dlQRNuI~JOxh?lc[TmnR_b`{KWxhvyI~JMlmvuK~JClm_px	30787	=	19		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 11 (10), 1285-1288 (2001)	11392538	10.1016/s0960-894x(01)00203-7	
ed\RBLDHdjfek`XPMBBPfd@Ia{@eDeeEEDeDlheXULhqpDUTu@ARE@rUUUTpJ@qAqDDT@ !BPGhAo{]}b@O~oxF?RGtAotc}Mww~_x`B_k|w@ha}RGvXTv_SMwuH@fT_zf}ozc_|RGu~`C]}M?q~`C]}MpHw__z@	9507	=	3000	nM	IC50	5.52	0.23	12.1	4.55			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
ed\RBLDHdjfek`XPMBBPfd@Ia{@eDeeEEDeDlheXULhqpDUTu@ARE@rUUUTpJ@qAqDDT@ !BPGhAo{]}b@O~oxF?RGtAotc}Mww~_x`B_k|w@ha}RGvXTv_SMwuH@fT_zf}ozc_|RGu~`C]}M?q~`C]}MpHw__z@	9507	=	1600	nM	IC50	5.8	0.24	12.7	4.78			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
ed\RBLDHdjfek`XPMBBPfd@Ia{@eDeeEEDeDlheXULhqpDUTu@ARE@rUUUTpJ@qAqDDT@ !BPGhAo{]}b@O~oxF?RGtAotc}Mww~_x`B_k|w@ha}RGvXTv_SMwuH@fT_zf}ozc_|RGu~`C]}M?q~`C]}MpHw__z@	9507	=	1340	nM	IC50	5.87	0.24	12.87	4.84			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
ehTRBLDKHjfico`PMBBPFd@IA{@eDeeEEDeDldcBieFN@bjfh@JPhJQZjjXIChcXbBJ@ !BXGhAos]}b@LAopF?RGtAotc}Mww~_x`B?k|w@ha}RGuXTv]SMwuH@nT_fa|w?Ha}_h@w_S_|_h@w_S\BMww~`@	9541	=	1720	nM	IC50	5.76	0.25	13.03	4.75			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
ed\RBLDKHjfek`XPMBBPfd@Ia{@eDeeEEDeDlheXULhqpDUTu@AREARKUUTpR@qAqDDT@ !BPMhAo{]}b@O~oxF?RGtAotc}Mww~_x`B_k|w@ha}RGvXTv_SMwuH@fT_zf}ozc_|RGu~`C]}M?q~`C]}MpHw__z@	9499	=	1290	nM	IC50	5.89	0.24	12.9	4.85			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
enYRBLDKHjfcdZVPMBBPfd@IY{@eDeeEEDeDlhdXieehUFN@bjfohX@JPhJQZ`hHjXHPFHAH`b` !BpKhA_pc}m{vA_?y?mwtA_xc}mww~_p`B?g~w_@a}bGvXTv^Sm?vH@fWofa}_A[\BbGwyW~md_`Bw?Y}ygwfw?Amd_`Bw?[\Bm?w~@@	9503		0	nM	IC50	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
fkAP@@HEd^QQIQ[JJJJJUYPqTYzIZmUUUUTuTuTpbRdTmHr]JrZ@@ !BzEw~gtbBRCwho^aB?m|hHb`}?k|hoU^}?e}H`oy_CxIW_Ta}?hAHoT`BBDIHO_x@zEuh_E{oJAt	9495	=	39	nM	IC50	7.41	0.35	18.31	10.17			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	Bioorg Med Chem Lett 2 (9), 1085-1088 (1992)		10.1016/S0960-894X(00)80623-X	
fnsab@AAJtDadTRVTTRQTRTUFJMfl@EMUUTtLctr`@ !Bw{gywslTgxV_aYlTgxTgSMT_evO~@G?^[ziw@ox@m?sH?Ox@?`@w@h`BB@H	171936	=	0.9		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fns`P@E@PInQQIQ[JJJJUKTX{qZmUUURp@UBBRd@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@hKj`nok@hCh	172888	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fewa`@E@PKHhdhmeEEEKDhcQcoUZN[UUUTl@@APHIJP@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[ziFpJQkhKk[eJBzQFnFH@X`VqP	172800	=	0.7		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fcab@AEglD`drnsJ|jsoMFJMehup@TuUUUUMCRHpZ@@ !BWxT{EOg_gxV_aSg_gxTgSMT_evO~@G?^[ziw@fe@Axo~@N~j[zjw?Lc|Ato~@Ox@MpJH@``B	172044	<	0.01		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fns`P@E@PJnQQIQ[JJJJUJTX{qVmUUURpAEBBRd@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@hKj`ndQk~l@	172344	=	1.4		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fegab@AY{LDadTRVTTRVdUbRbhqQfc`@ijjjjfadIcT@ !BWxT{EOg_gxV_aSg_gxTgSMT_evO~@G?^[ziw@`^Kz\A_nox@m?sH?Ox@?`@w@h`BB@H	172038	=	1.7		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
figab@AIZLDadTRVTTRVbLRTUFJMxM^p@TuUUUMCRHrj@@ !BWxT{EOg_gxV_aSg_gxTgSMT_evO~@G?^[ziw@m|ib{c~@K_|rOs~@Ox@MpJH@``B	171992	=	1.3		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
ffca`@E@PKHhdhmeEEEJeQcoEjuUUUK@AP`di@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@hKj`nok@	171973	=	0.4		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fns`P@E@PKNQQIQ[JJJJVKTX{uVmUUURpPEBBRd@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@NU~`njBz~l@	172830	=	1.1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fi{ab@AIZLDadTRTttRVbLRTUNJMWl@QMUUUSPrHrj@@ !BNqR_a_k@fqP{EI~EQl@gSMT_evO~@G?^[ziw@`^Kz\C~@K_|rOs~@Ox@MpJH@``B	172042	=	1.8		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fakab@AQktDadTRVTTRQRbRbhqQbm`@ijjjihY@XU@@ !BMV~T^}~YyQ}egu|YyY|_yRqg?g|w@eNgIyO~@G\B?`Bw?Lc|?`C~@C\Bb@HH@`	172386	=	0.02		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fak`P@E@PInQQIQ[JJJJUKJcG^KUjjjjV@BjDDeH@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@hKj`nok@hCjdzp	171882	=	0.1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fika`@E@PIIeY}f[nUZLmyjjjifjjjdDeH@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g~WXu`sNi}ojmT_hKhGb~g@Ql@dZ~~j[rk[EKe_	172130	<	0.01		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
ffca`@E@PKHhdhmeEEMBeQeoEjuUUTsUUT`di@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]cuQ~`ncj_[zhdZt[@hCj`n`X`	172796	=	0.5		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fmwab@AEFlDadTRVTTRVbRTJTUFJMv\@EMUUUUMCHcNh@ !BWxT{EOg_gxV_aSg_gxTgSMT_evO~@G?^[ziw@ng@Axo~@F|j{zjw?Lc|?`C~@C\Bb@HH@`	171993	=	0.1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fmoab@AEFlD`drnsKN~rltYhtT}g@ASTDAUSPdcLz`@ !BgxU{UMg_GvWoyYg_{~UgsNWo?`Agtw?~B@KW@a?j?`C~@G_|?`Bw@l`B?`C~@C_|bOpH?@	171811	=	0.1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fmoab@AEFlDadTRVTTRbrtLRTUFZMEOYp@TuA@UTtIHsNh@ !ByY~_~ZP{aU~Eg~R[AU}ouXsG]pI^_zNW?hBw?R]s]?pw?M_}?`Bw@l`B?`C~@C_|bOpH?@	171812	=	0.01		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fa{a`@E@PKHhdhmeEEMCDeQeoU[WkUUUSMUSURBRd@@ !BzCw~GvaBZCtXOQaB?a~hPj`}?a?xDr_CeT?P^kkOc~kd]^JxYe]P~kauTbPR@@	172180	=	1.6		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fca`@E@PKHhdhmeEEEJeeDeQcoEjo[UUUTl@D@E@`di@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@hKj`nok@hCjdztX`hCj`Noh`	171934	=	0.1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fak`P@E@PKNQQIQ[JJJJVIJcG^kujjjjVBBJDDeH@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@NU~`njBzINozp@	172832	=	0.9		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fi{ab@NIZLDadTTRbtVVbLRTSIJMWlDDeUUUSPrHrj@@ !B~bB[EJBzgxUFpOk@ItsUGzBzevO~@G?^[ziw@ng@Axo~@K_|rOs~@Ox@MpJH@``B	172068	=	0.9		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fcoAP@@HEgnQQIQ[JJJJJUFZJcOQKUjjjjjfjZj[aIRJVdYN`t@ !BrGw~Ox`BbOuH_Tc|?k}H@da}?c}HoS^}?g}H`oy?mxHw_Ta}?dAHoT`BR@K~`Ha}R@K~Ota}	84814	=	100		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
eghXB@@E@DAJlbbRbvTTTTLTTJRMCCggRqusUUUTlEPD@TBADh`@ !BrGw~_pc|BGwH_\`B?g|H?@c}?g}XLy]chMhu{{j_[zhdZxX`axoipKe_XKj`velTiFozH@Z`~bB[E@	172076	=	0.2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fmoab@AEFlDadTRVTTRbtVTJTUFZLgOYp@TuADETtIHcNh@ !BvRnB_RnizRoiJrnizRmK^QJc_t{^zpvSL|k~zrMmT}W~yCLu?nlsrbsJ?nS~yMOJSLiLr`	171881	<	0.01		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fewab@AY{LD`drnsJ|oZsQbcARt\@EMUUUTtMHcFh@ !BWxT{EOg_gxV_aSg_gxTgSMT_evO~@G?^[ziw@h}m[SC~@NwPm?sH?Ox@?`@w@h`BB@H	172026	=	0.2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fi{ab@NIZLDQdTTRbtVVbLRTSIJMWlDDeUUUSPrHrj@@ !BQbB[EJBzgxUFpOk@ItsUGzBzevO~@G?^[ziw@ng@Axo~@K_|rOs~@Ox@MpJH@``B	172108	=	0.5		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fega`@E@PKHhdhmeEEECED]Qco]FuUUUKAQATHIJP@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@z\@GbzBz^U~`nok@al@	172094	=	0.2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fegaa@NY{LD`jPrJJIQIQEZHqIQLejsQpPRUUUUSPrDqj@@ !B~bB[EJBzgxUFpOk@ItsUGzBzHKjWX?x@_}yojg\BAxoipOx@m?sH?Ox@?`@w@h`BB@H	171884	=	1.5		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
feg`P@E@PJnQQIQ[JJJJFJHjcG^{MjjjjVBhHhPRT`@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}XLy]chKkUGsj_[zjdZt[@z\@Gb?e_hKj`njSk~l@	171883	=	1		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
fcoaP@E@PJo\bbRbvTTTTLTTJUFN|M[UUUTlEQDUBBRd@@ !BRGw~_x`BbOwH_\c|?g|H@`a}?g}Xly_chCkU[sj_[rjdztX`AxoipOf_hCh{EJ@ziIozpJRd	172004	=	0.2		Relative potency	0	0	0	0			24	HMG-CoA reductase	Homo sapiens	Target is a single protein chain	P04035	J Med Chem 33 (1), 21-31 (1990)	2296019	10.1021/jm00163a005	
